artist,artist_followers,artist_genre,artist_hot,artist_id,duration,end_fade,key,key_con,loud,mode,mode_con,publish_date,start_fade,temp,time_sig,time_sig_con,track,track_id,track_pop
Keith Urban,,,,,,,,,,,,2015-01-21,,,,,Somewhere In My Car,,
Parmalee,,,,,,,,,,,,2015-01-21,,,,,Close Your Eyes,,
Sophia Grace,,,,,,,,,,,,2015-01-21,,,,,Best Friends,,
Blake Shelton,,,,,,,,,,,,2015-01-21,,,,,Neon Light,,
Bobby Shmurda,,,,,,,,,,,,2015-01-28,,,,,Hot Boy,,
Trey Songz Featuring Nicki Minaj,,,,,,,,,,,,2015-01-28,,,,,"Touchin, Lovin",,
"DJ Khaled Featuring Chris Brown, August Alsina, Future ",,,,,,,,,,,,2015-01-28,,,,,Hold You Down,,
 Jeremih,,,,,,,,,,,,2015-01-28,,,,,Hold You Down,,
August Alsina,,,,,,,,,,,,2015-01-28,,,,,No Love,,
Jeremih Featuring YG,,,,,,,,,,,,2015-02-04,,,,,Don't Tell 'Em,,
Iggy Azalea Featuring Rita Ora,,,,,,,,,,,,2015-02-04,,,,,Black Widow,,
Calvin Harris Featuring John Newman,,,,,,,,,,,,2015-02-04,,,,,Blame,,
MAGIC!,,,,,,,,,,,,2015-02-11,,,,,Rude,,
Hoodie Allen Featuring Ed Sheeran,,,,,,,,,,,,2015-02-11,,,,,All About It,,
Kenny Chesney,,,,,,,,,,,,2015-02-11,,,,,Til It's Gone,,
Becky G,,,,,,,,,,,,2015-02-11,,,,,Can't Stop Dancin',,
Brad Paisley,,,,,,,,,,,,2015-02-11,,,,,Perfect Storm,,
One Direction,,,,,,,,,,,,2015-02-11,,,,,Steal My Girl,,
"Missy ""Misdemeanor"" Elliott",,,,,,,,,,,,2015-02-18,,,,,Work It,,
"Missy ""Misdemeanor"" Elliott",,,,,,,,,,,,2015-02-18,,,,,Get Ur Freak On,,
Kid Ink Featuring Usher ,,,,,,,,,,,,2015-02-18,,,,,Body Language,,
 Tinashe,,,,,,,,,,,,2015-02-18,,,,,Body Language,,
Iggy Azalea Featuring M0,,,,,,,,,,,,2015-02-18,,,,,Beg For It,,
Fergie,,,,,,,,,,,,2015-02-18,,,,,L.A.LOVE (la la),,
Shawn Mendes,,,,,,,,,,,,2015-02-18,,,,,A Little Too Much,,
RaeLynn,205732.0,"canadian contemporary country,contemporary country,deep talent show",0.6,5dMnvpYEfXvSexjwnSRH5n,215.01333,1.13728,3.0,0.414,-2.939,1.0,0.724,2015-02-18,200.80036,156.053,4.0,0.901,God Made Girls,24tygl4LPQcQgeBe7qzY3n,52.0
Kid Ink Featuring Chris Brown,,,,,,,,,,,,2015-02-18,,,,,Hotel,,
Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,,,,,,,,,,,,2015-02-18,,,,,***Flawless,,
A-Trak + Milo ,92911.0,"edm,electro house,electronic trap,turntablism",0.63,3TaUSUXn41GixL7zbvrIDt,172.85156,0.0,7.0,0.683,-3.87,1.0,0.601,2015-02-18,172.85156,128.033,4.0,1.0,Out The Speakers,5tYwfTGFVehQ89MBCzqeAW,24.0
 Otis Featuring Rich Kidz,,,,,,,,,,,,2015-02-18,,,,,Out The Speakers,,
G-Eazy Featuring Remo,,,,,,,,,,,,2015-02-18,,,,,I Mean It,,
Alesso Featuring Tove Lo,,,,,,,,,,,,2015-02-25,,,,,Heroes (We Could Be),,
Carrie Underwood,2930042.0,"contemporary country,country,country dawn,dance pop,pop,post-teen pop",0.75,4xFUf1FHVy696Q1JQZMTRj,238.17333,6.13587,7.0,0.641,-2.721,1.0,0.656,2015-02-25,226.54549,139.763,4.0,0.774,Something In The Water,10RQKVSr4rS0coExTmi4dF,58.0
Tim McGraw,2499518.0,"contemporary country,country,country road",0.75,6roFdX1y5BYSbp60OTJWMd,235.38667,0.15946,7.0,0.236,-4.589,1.0,0.48,2015-02-25,226.40617,167.847,4.0,0.755,Shotgun Rider,3LbvNFkqDTrE1liGMmZBDL,58.0
The Weeknd,13474112.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,297.77333,0.21347,9.0,0.687,-7.944,0.0,0.692,2015-02-25,295.26494,120.009,4.0,0.88,Where You Belong,5AYD5mHQHXkUuZRDFNyEyi,49.0
Annie Lennox,458631.0,"folk,folk-pop,lilith,mellow gold,new wave pop,pop rock,scottish new wave,soft rock",0.65,5MspMQqdVbdwP6ax3GXqum,212.04703,0.41791,2.0,0.689,-7.99,0.0,0.651,2015-02-25,204.81741,174.034,3.0,0.994,I Put A Spell On You,3sesq9P6ndjuqaq5om7sxT,58.0
Empire Cast Featuring Jussie Smollett,,,,,,,,,,,,2015-02-25,,,,,Keep Your Money,,
I LOVE MAKONNEN Featuring Drake,,,,,,,,,,,,2015-03-04,,,,,Tuesday,,
Tove Lo,1725968.0,"dance pop,electropop,metropopolis,pop,post-teen pop,swedish electropop,swedish pop,swedish synthpop",0.8,4NHQUGzhtTLFvgF5SZesLK,209.16,0.53034,5.0,0.196,-3.539,1.0,0.317,2015-03-04,202.91338,110.003,4.0,1.0,Habits (Stay High),14OxJlLdcHNpgsm4DRwDOB,65.0
Taylor Swift,16381587.0,"dance pop,pop,post-teen pop",0.89,06HL4z0CvFAxyc27GXpf02,245.56,0.2766,3.0,0.0,-5.447,1.0,0.204,2015-03-04,238.56762,184.014,4.0,1.0,Wonderland,6iWMI5oOhWrDbLbjmwTWFq,54.0
Drake,29658876.0,"canadian hip hop,canadian pop,hip hop,pop rap,rap",1.0,3TVXtAsR1Inumwj472S9r4,180.66667,0.06385,2.0,0.653,-8.622,1.0,0.46,2015-03-04,172.16435,105.504,4.0,1.0,6 God,3a8tAZFJxlmBwOtrf5L1oC,63.0
Drake Featuring Lil Wayne,,,,,,,,,,,,2015-03-04,,,,,Used To,,
Chase Bryant,108426.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.61,7io3MyhMxDZoBYXp4rlRFA,246.61333,0.20912,2.0,0.746,-5.378,1.0,0.684,2015-03-04,242.48018,157.959,4.0,1.0,Take It On Back,19OKWQPIupVomZOgBHvhV3,58.0
Florence + The Machine,4101047.0,"chamber pop,folk-pop,pop",0.79,1moxjboGR7GNWYIMWsRjgG,216.17615,0.0,11.0,0.53,-4.676,0.0,0.568,2015-03-04,203.94667,114.776,4.0,0.842,What Kind Of Man,1w9ta1CvXlJPRXh6Py2Mto,54.0
Imagine Dragons,14308199.0,"modern rock,rock",0.94,53XhwfbYqKCa1cC15pYq2q,191.26612,0.26698,11.0,0.466,-7.045,0.0,0.578,2015-03-04,181.8819,120.013,4.0,0.913,Shots,4XLm8FNvaTlmTAZmSrrV82,60.0
Wale Featuring Jeremih,,,,,,,,,,,,2015-03-04,,,,,The Body,,
Drake,29658876.0,"canadian hip hop,canadian pop,hip hop,pop rap,rap",1.0,3TVXtAsR1Inumwj472S9r4,281.32,0.0,6.0,0.188,-7.325,1.0,0.501,2015-03-04,265.11964,107.945,4.0,1.0,Now & Forever,4zLOwx1yRJXWkHKt1XzF1p,59.0
Drake,29658876.0,"canadian hip hop,canadian pop,hip hop,pop rap,rap",1.0,3TVXtAsR1Inumwj472S9r4,167.65333,3.47138,8.0,0.726,-9.288,1.0,0.593,2015-03-04,156.57215,78.967,4.0,1.0,6 Man,4kdfjhj9xNkYU0R8xlDy8k,60.0
Common ,460359.0,"alternative hip hop,conscious hip hop,dirty south rap,gangster rap,hardcore hip hop,hip hop,neo soul,pop rap,rap,southern hip hop",0.65,2GHclqNVjqGuiE5mA7BEoc,272.72776,0.48884,9.0,0.491,-5.626,0.0,0.763,2015-03-11,265.16608,83.046,4.0,0.941,Glory,2fmqPLRFdJNPhLU3b2NSFp,56.0
 John Legend,,,,,,,,,,,,2015-03-11,,,,,Glory,,
"Jessie J, Ariana Grande ",5125039.0,"dance pop,pop,pop rap,post-teen pop,r&b",0.76,2gsggkzM5R49q6jpPvazou,199.38667,2.18848,0.0,0.544,-3.417,0.0,0.399,2015-03-11,195.27401,150.035,4.0,0.492,Bang Bang,0puf9yIluy9W0vpMEUoAnN,77.0
 Nicki Minaj,,,,,,,,,,,,2015-03-11,,,,,Bang Bang,,
Kid Rock,663761.0,"alternative metal,nu metal,post-grunge,rock",0.7,7dOBabd5O4CvKrg4iriHTM,280.34667,0.50354,4.0,0.661,-2.539,1.0,0.616,2015-03-11,266.74503,131.96,4.0,0.971,First Kiss,0bj0hCTYXv02xeSHyRXuYT,51.0
The Weeknd,13474115.0,"canadian contemporary r&b,canadian pop,pop,rap",0.9,1Xyo4u8uXC1ZmMpatF05PJ,249.04,0.15678,7.0,0.434,-9.837,0.0,0.478,2015-03-11,243.4322,134.035,4.0,0.996,Often,4PhsKqMdgMEUSstTDAmMpg,74.0
Big Sean Featuring Kanye West,,,,,,,,,,,,2015-03-11,,,,,All Your Fault,,
Taylor Swift,16381587.0,"dance pop,pop,post-teen pop",0.89,06HL4z0CvFAxyc27GXpf02,267.10667,0.25401,2.0,0.6,-8.894,1.0,0.673,2015-03-11,253.98567,170.109,4.0,0.996,You Are In Love,4A2LfnduSTsE8u0ecYROxE,54.0
Prince Royce Featuring Snoop Dogg,,,,,,,,,,,,2015-03-11,,,,,Stuck On A Feeling,,
Kanye West Featuring Paul McCartney,,,,,,,,,,,,2015-03-11,,,,,Only One,,
Big Sean,5322598.0,"detroit hip hop,hip hop,pop,pop rap,rap,southern hip hop,trap music",0.85,0c173mlxpT3dSFRgMO8XPh,215.44,0.08136,11.0,0.244,-5.596,1.0,0.135,2015-03-11,201.99619,127.943,4.0,0.961,Paradise,1o8jNa1Rsgh0iI9KQKRDHN,55.0
Drake,29658876.0,"canadian hip hop,canadian pop,hip hop,pop rap,rap",1.0,3TVXtAsR1Inumwj472S9r4,310.93333,0.0,7.0,0.385,-10.408,0.0,0.584,2015-03-11,306.21896,95.03,4.0,1.0,No Tellin',2durxb17bXcmQJHSt8JAdO,62.0
Ariana Grande ,20812700.0,"dance pop,pop,post-teen pop",0.97,66CXWjxzNUsdJxJ2JdwvnR,236.13333,0.31955,1.0,0.354,-4.389,0.0,0.395,2015-03-18,224.84463,98.992,4.0,0.778,Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,76.0
 The Weeknd,10.0,,0.01,4bBnWaedwJbelrPPZQd3Ys,237.87878,0.30181,1.0,0.709,-9.246,0.0,0.788,2015-03-18,225.14068,197.978,4.0,0.915,Love Me Harder,0YcPoKeQY6YC8TBx8pFsmk,0.0
Florida Georgia Line,2303860.0,"contemporary country,country,country road,modern country rock",0.83,3b8QkneNDz4JHKKKlLgYZg,184.70667,0.08748,4.0,0.396,-3.715,1.0,0.421,2015-03-18,180.79637,170.099,4.0,1.0,Sun Daze,0El2Zyt68nYySFDG87hZgM,60.0
Randy Houser,460560.0,"canadian contemporary country,contemporary country,country,country road,modern country rock,redneck",0.64,56x8mYvS3cyDGAi8N2FxbB,262.13333,0.22467,1.0,0.376,-4.328,1.0,0.429,2015-03-18,250.05569,139.995,4.0,0.929,Like A Cowboy,2eQQ7YHhROyqSPiMrTOuum,53.0
Eric Church,1754817.0,"contemporary country,country,country road,modern country rock",0.75,2IvkS5MXK0vPGnwyJsrEyV,262.28,0.17415,1.0,0.578,-8.309,1.0,0.666,2015-03-18,243.3161,144.0,4.0,1.0,Talladega,1TKlBK9cSrM5u4CiL4SETS,65.0
Cashmere Cat Featuring Ariana Grande,,,,,,,,,,,,2015-03-18,,,,,Adore,,
Meek Mill,2436601.0,"hip hop,pop,pop rap,rap,southern hip hop,trap music",0.82,20sxb77xiYeusSH8cVdatc,170.88272,0.0,11.0,0.712,-4.954,1.0,0.528,2015-03-18,155.80009,94.405,4.0,1.0,Monster,37EDnGj3yFe5Hs4Zk3s3YF,54.0
Fifth Harmony,7013578.0,"dance pop,electropop,girl group,pop,post-teen pop,r&b,talent show",0.78,1l8Fu6IkuTP0U5QetQJ5Xt,230.90667,0.11034,2.0,0.701,-4.322,1.0,0.673,2015-03-18,224.41506,99.98,4.0,0.901,Sledgehammer,4rUTAkOU7OkVGeQuyQCHhF,64.0
B.o.B Featuring Trey Songz,,,,,,,,,,,,2015-03-18,,,,,Not For Long,,
Ella Henderson,,,,,,,,,,,,2015-03-25,,,,,Ghost,,
Jessie J,,,,,,,,,,,,2015-03-25,,,,,Masterpiece,,
Empire Cast Featuring Estelle ,,,,,,,,,,,,2015-03-25,,,,,Conqueror,,
 Jussie Smollett,,,,,,,,,,,,2015-03-25,,,,,Conqueror,,
Jake Owen,,,,,,,,,,,,2015-03-25,,,,,What We Ain't Got,,
Sia,,,,,,,,,,,,2015-04-01,,,,,Chandelier,,
Rae Sremmurd,,,,,,,,,,,,2015-04-01,,,,,No Type,,
Kendrick Lamar,,,,,,,,,,,,2015-04-01,,,,,The Blacker The Berry,,
Brett Eldredge,,,,,,,,,,,,2015-04-01,,,,,Mean To Me,,
twenty one pilots,,,,,,,,,,,,2015-04-01,,,,,Fairly Local,,
Selena Gomez,,,,,,,,,,,,2015-04-01,,,,,The Heart Wants What It Wants,,
Empire Cast Featuring Jussie Smollett ,,,,,,,,,,,,2015-04-01,,,,,You're So Beautiful,,
 Yazz,,,,,,,,,,,,2015-04-01,,,,,You're So Beautiful,,
Kendrick Lamar Featuring George Clinton ,,,,,,,,,,,,2015-04-01,,,,,Wesley's Theory,,
 Thundercat,,,,,,,,,,,,2015-04-01,,,,,Wesley's Theory,,
OneRepublic,,,,,,,,,,,,2015-04-01,,,,,I Lived,,
"Kendrick Lamar Featuring Bilal, Anna Wise ",,,,,,,,,,,,2015-04-01,,,,,These Walls,,
 Thundercat,,,,,,,,,,,,2015-04-01,,,,,These Walls,,
"Kendrick Lamar Featuring Bilal, Anna Wise ",,,,,,,,,,,,2015-04-01,,,,,Institutionalized,,
 Snoop Dogg,,,,,,,,,,,,2015-04-01,,,,,Institutionalized,,
James Newton Howard Featuring Jennifer Lawrence,,,,,,,,,,,,2015-04-01,,,,,The Hanging Tree,,
Breaking Benjamin,,,,,,,,,,,,2015-04-08,,,,,Failure,,
Blake Shelton Featuring Ashley Monroe,,,,,,,,,,,,2015-04-08,,,,,Lonely Tonight,,
Action Bronson Featuring Chance The Rapper,,,,,,,,,,,,2015-04-08,,,,,Baby Blue,,
Jason Aldean,,,,,,,,,,,,2015-04-08,,,,,Just Gettin' Started,,
Thomas Rhett,,,,,,,,,,,,2015-04-08,,,,,Make Me Wanna,,
Maroon 5,,,,,,,,,,,,2015-04-15,,,,,Animals,,
One Direction,,,,,,,,,,,,2015-04-15,,,,,Night Changes,,
Ne-Yo Featuring Juicy J,,,,,,,,,,,,2015-04-15,,,,,She Knows,,
Imagine Dragons,,,,,,,,,,,,2015-04-15,,,,,I Bet My Life,,
O.T. Genasis,,,,,,,,,,,,2015-04-15,,,,,CoCo,,
J. Cole,,,,,,,,,,,,2015-04-15,,,,,Apparently,,
Luke Bryan,,,,,,,,,,,,2015-04-15,,,,,I See You,,
Big Sean Featuring E-40,,,,,,,,,,,,2015-04-22,,,,,I Don't F**k With You,,
Beyonce,,,,,,,,,,,,2015-04-22,,,,,7/11,,
Darius Rucker,,,,,,,,,,,,2015-04-22,,,,,Homegrown Honey,,
Wiz Khalifa ,,,,,,,,,,,,2015-04-22,,,,,Go Hard Or Go Home,,
 Iggy Azalea,,,,,,,,,,,,2015-04-22,,,,,Go Hard Or Go Home,,
Fall Out Boy,5541712.0,"emo,modern rock,pop punk",0.83,4UXqAaa6dQYAk18Lv7PEgX,189.38667,0.0,2.0,0.406,-3.594,1.0,0.496,2015-04-22,183.98912,108.038,4.0,1.0,Immortals,3Te8uLyit6X3ncNW8Fp3K2,72.0
Ludacris Featuring Miguel,,,,,,,,,,,,2015-04-22,,,,,Good Lovin,,
Who Is Fancy,35983.0,,0.5,5QSx2vpiSchSeCwc0qmfNI,206.21333,0.28653,5.0,0.479,-6.621,1.0,0.43,2015-04-22,200.34177,114.975,4.0,0.982,Goodbye,6K5xY7EabiBLjd2HuBQIak,53.0
"Nicki Minaj Featuring Drake, Lil Wayne ",,,,,,,,,,,,2015-04-29,,,,,Only,,
 Chris Brown,7572159.0,"dance pop,pop,pop rap,r&b,rap",0.89,7bXgB6jMjp9ATFy66eO08Z,307.90576,0.20317,11.0,0.423,-4.522,0.0,0.608,2015-04-29,301.4937,140.373,4.0,0.973,Only,3uylZvfRXniBtWTqxdiCG1,52.0
Nick Jonas,3654288.0,"dance pop,pop,post-teen pop,r&b,viral pop",0.76,4Rxn7Im3LGfyRkY2FlHhWi,222.18667,0.24803,11.0,0.535,-3.614,0.0,0.66,2015-04-29,216.11392,93.007,4.0,0.991,Jealous,5NQJnRpJHRaupdegphntQT,70.0
Sam Smith,7360565.0,"pop,post-teen pop",0.9,2wY79sveU1sp5g7SokKOiI,172.72385,0.0,0.0,0.541,-6.444,1.0,0.559,2015-04-29,164.94295,84.094,4.0,0.959,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,83.0
Chris Young,1219045.0,"contemporary country,country,country road,modern country rock",0.72,4BYxqVkZyFjtik7crYLg5Q,217.41333,0.14544,1.0,0.238,-5.273,1.0,0.46,2015-04-29,207.41805,106.005,4.0,0.758,Lonely Eyes,2j79NtwxoWDmkiH4MGwdLq,58.0
LunchMoney Lewis,68564.0,,0.62,2iUbk5KhZYZt4CRvWbwb7S,204.6,0.33052,5.0,0.574,-3.453,1.0,0.406,2015-04-29,201.13125,126.001,4.0,0.96,Bills,7rlCeTnjn0plPZkVAcctPZ,60.0
Lillywood ,,,,,,,,,,,,2015-04-29,,,,,Prayer In C,,
 Robin Schulz,,,,,,,,,,,,2015-04-29,,,,,Prayer In C,,
Sawyer Fredericks,50490.0,,0.44,3GaRKzVcjJv5cIL8CmRAHn,191.32,0.36639,10.0,0.612,-8.226,1.0,0.67,2015-04-29,181.7542,84.046,4.0,0.313,Imagine,5fKbkAwQqPNF7Us0UUFNJK,25.0
Kimberly Nichole,1657.0,deep talent show,0.15,6hNpluTuhkKwTmMnlRAoMo,175.07007,0.41193,9.0,0.0,-5.076,0.0,0.185,2015-04-29,163.3756,109.924,3.0,0.963,House Of The Rising Sun,2UomTx9OqG8ii3pJRZkVOk,14.0
Usher Featuring Juicy J,,,,,,,,,,,,2015-05-06,,,,,I Don't Mind,,
Vance Joy,1442542.0,"indie folk,modern rock,pop",0.8,10exVja0key0uqUkk6LJRT,204.28,0.25578,1.0,0.227,-6.694,1.0,0.237,2015-05-06,194.97796,101.654,4.0,1.0,Riptide,3JvrhDOgAt6p7K8mDyZwRd,77.0
Lee Brice,861173.0,"contemporary country,country,country road,modern country rock",0.7,5Zq7R5qmi58ByYyBQTlNuk,207.34667,0.34844,1.0,0.671,-9.763,1.0,0.699,2015-05-06,194.24653,109.003,4.0,0.983,Drinking Class,4QAXLB2Hkx3n7LbOFxD34h,64.0
Calvin Harris Featuring Ellie Goulding,,,,,,,,,,,,2015-05-06,,,,,Outside,,
Miranda Lambert,1690962.0,"contemporary country,country,country dawn,country road,modern country rock",0.7,66lH4jAE7pqPlOlzUKbwA0,204.38667,0.12136,6.0,0.709,-7.221,1.0,0.603,2015-05-06,199.04145,95.081,4.0,0.894,Little Red Wagon,4sl4UWqzHSG7riBKdralwy,54.0
Koryn Hawthorne,16358.0,,0.48,03qM4LmPCrR7CuHTE0WAIW,203.48163,0.13415,3.0,0.632,-6.456,0.0,0.457,2015-05-06,196.98068,98.738,3.0,0.99,Make It Rain,1DH1DGQzth0K6YouejlNLY,25.0
"Kid Ink, Tyga, Wale, YG ",1970362.0,"dance pop,hip hop,pop,pop rap,r&b,rap,southern hip hop,trap music,urban contemporary",0.76,6KZDXtSj0SzGOV705nNeh3,211.90884,0.0,5.0,0.411,-5.641,0.0,0.546,2015-05-06,206.86658,93.003,4.0,0.994,Ride Out,59PL9AwYjIrIpP04n9gmMR,62.0
 Rich Homie Quan,,,,,,,,,,,,2015-05-06,,,,,Ride Out,,
Iggy Azalea Featuring Jennifer Hudson,,,,,,,,,,,,2015-05-06,,,,,Trouble,,
Sawyer Fredericks,50490.0,,0.44,3GaRKzVcjJv5cIL8CmRAHn,190.93093,0.13356,0.0,0.468,-6.216,1.0,0.503,2015-05-06,182.33469,51.391,4.0,0.895,Iris,7hJgVpoFFU1gJDAbYPYF2l,27.0
Fall Out Boy,5541712.0,"emo,modern rock,pop punk",0.83,4UXqAaa6dQYAk18Lv7PEgX,228.36,0.23215,4.0,0.309,-2.817,0.0,0.378,2015-05-13,223.81134,176.014,4.0,0.995,Centuries,04aAxqtGp5pv12UXAg4pkq,78.0
Sawyer Fredericks,50490.0,,0.44,3GaRKzVcjJv5cIL8CmRAHn,200.13646,0.47478,5.0,0.391,-6.834,1.0,0.454,2015-05-13,191.64009,113.969,4.0,0.986,Simple Man,0T72I759rYATKkzQzZGyWs,32.0
Drake,29658876.0,"canadian hip hop,canadian pop,hip hop,pop rap,rap",1.0,3TVXtAsR1Inumwj472S9r4,241.85333,0.0,1.0,0.329,-7.605,1.0,0.413,2015-05-13,231.39846,100.076,4.0,0.998,Legend,1ID1QFSNNxi0hiZCNcwjUC,71.0
Meghan Trainor,6593279.0,"dance pop,hip pop,pop,post-teen pop",0.82,6JL8zeS1NmiOftqZTRgdTz,182.66667,0.14512,7.0,0.994,-5.402,1.0,0.853,2015-05-20,175.38612,139.091,4.0,1.0,Lips Are Movin,6gj08XDlv9Duc2fPOxUmVD,66.0
Cole Swindell,975327.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.71,1mfDfLsMxYcOOZkzBxvSVW,190.58667,0.0,2.0,0.757,-3.84,1.0,0.641,2015-05-20,181.67293,153.74,4.0,0.719,Ain't Worth The Whiskey,4B1FxT0hP5dMWL64ubGR6P,24.0
Tori Kelly,1484263.0,"dance pop,pop,post-teen pop,r&b,viral pop",0.73,1vSN1fsvrzpbttOYGsliDr,203.45333,0.46717,1.0,0.493,-5.132,0.0,0.565,2015-05-20,199.50005,99.966,4.0,1.0,Nobody Love,7fpU0bRJt0SDC8jIgVpbT6,54.0
Rihanna,28337059.0,"dance pop,pop,post-teen pop,r&b,urban contemporary",0.91,5pKCCKE2ajJHZ9KAiaK11H,320.16141,0.24399,2.0,0.357,-6.268,1.0,0.502,2015-05-20,316.69116,79.005,4.0,0.883,American Oxygen,0bHA8LApeZHv7ZlhVUWg8X,60.0
Sawyer Fredericks,50490.0,,0.44,3GaRKzVcjJv5cIL8CmRAHn,191.60517,0.18549,5.0,0.415,-4.292,1.0,0.48,2015-05-20,183.3912,125.805,4.0,0.868,Shine On,7pa2J8FSpn0Jg0FLKj9NV1,22.0
Drake,29658880.0,"canadian hip hop,canadian pop,hip hop,pop rap,rap",1.0,3TVXtAsR1Inumwj472S9r4,177.73333,0.0,7.0,0.088,-3.789,1.0,0.426,2015-05-20,177.73334,173.0,4.0,1.0,10 Bands,12d5QFwzh60IIHlsSnAvps,65.0
Rae Sremmurd Featuring Nicki Minaj ,,,,,,,,,,,,2015-05-27,,,,,Throw Sum Mo,,
 Young Thug,,,,,,,,,,,,2015-05-27,,,,,Throw Sum Mo,,
Sam Smith,,,,,,,,,,,,2015-05-27,,,,,I'm Not The Only One,,
Tyler Farr,362279.0,"canadian contemporary country,contemporary country,country,country road,lift kit,modern country rock,redneck",0.64,3vHV92ecrylnUHDM4d2MtC,196.0,0.20295,0.0,0.749,-3.472,1.0,0.78,2015-05-27,184.87147,147.986,4.0,0.989,A Guy Walks Into A Bar,16PNN9wK1LbedzcTp7y8y0,60.0
Sheppard,186426.0,australian pop,0.63,6VxCmtR7S3yz4vnzsJqhSV,218.22757,2.61224,7.0,0.678,-6.254,1.0,0.701,2015-05-27,212.07946,142.031,4.0,0.931,Geronimo,19cL3SOKpwnwoKkII7U3Wh,61.0
Dierks Bentley,1577479.0,"canadian contemporary country,contemporary country,country,country road,modern country rock",0.73,7x8nK0m0cP2ksQf0mjWdPS,219.36,0.19166,3.0,0.335,-8.166,1.0,0.493,2015-05-27,211.84145,147.959,4.0,0.382,Say You Do,2sE61ZmvYH8wiOx5jygkHH,55.0
Nate Ruess,140124.0,,0.67,1qUjOF5fzrpoNycD36b2jZ,236.77333,0.25796,1.0,0.768,-4.54,1.0,0.649,2015-05-27,231.11982,82.058,4.0,0.919,Nothing Without Love,0oPDrdHQwkjaT0aytZavUO,50.0
Nick Fradiani,9692.0,talent show,0.36,0YklCNXJmtsiaFPCEjWXut,211.06667,0.17488,6.0,0.79,-3.886,1.0,0.783,2015-05-27,200.85841,108.798,3.0,0.941,Beautiful Life,1nHP9wEZ5Dq8XDsPB4QVbU,37.0
Sawyer Fredericks,,,,3GaRKzVcjJv5cIL8CmRAHn,169.83692,0.37147,5.0,0.459,-6.249,1.0,0.659,2015-05-27,164.04898,148.029,3.0,0.829,A Thousand Years,1xbtFabmTCcxN0gozYj2AZ,25.0
Sawyer Fredericks,,,,,,,,,,,,2015-06-03,,,,,Please,,
Nicki Minaj Featuring Beyonce,,,,,,,,,,,,2015-06-03,,,,,Feeling Myself,,
Hozier,,,,,,,,,,,,2015-06-03,,,,,Take Me To Church,,
Chris Brown ,,,,,,,,,,,,2015-06-03,,,,,Ayo,,
 Tyga,,,,,,,,,,,,2015-06-03,,,,,Ayo,,
Sawyer Fredericks,,,,,,,,,,,,2015-06-03,,,,,Old Man,,
Meghan Linsey,,,,,,,,,,,,2015-06-03,,,,,Change My Mind,,
Eric Paslay,,,,,,,,,,,,2015-06-03,,,,,She Don't Love You,,
Luke Bryan,,,,,,,,,,,,2015-06-03,,,,,Games,,
Meghan Trainor,,,,,,,,,,,,2015-06-10,,,,,All About That Bass,,
Zac Brown Band,,,,,,,,,,,,2015-06-10,,,,,Homegrown,,
Kelly Clarkson,,,,,,,,,,,,2015-06-10,,,,,Heartbeat Song,,
Ciara,,,,,,,,,,,,2015-06-10,,,,,I Bet,,
Kendrick Lamar,,,,,,,,,,,,2015-06-10,,,,,King Kunta,,
Keith Urban Featuring Eric Church,,,,,,,,,,,,2015-06-10,,,,,Raise 'Em Up,,
Eminem,,,,,,,,,,,,2015-06-17,,,,,Phenomenal,,
How I Became The Bomb,,,,,,,,,,,,2015-06-17,,,,,"Ulay, Oh",,
Nicki Minaj Featuring Drake ,,,,,,,,,,,,2015-06-17,,,,,Truffle Butter,,
 Lil Wayne,,,,,,,,,,,,2015-06-17,,,,,Truffle Butter,,
Rihanna ,,,,,,,,,,,,2015-06-17,,,,,FourFiveSeconds,,
 Kanye West ,,,,,,,,,,,,2015-06-17,,,,,FourFiveSeconds,,
 Paul McCartney,,,,,,,,,,,,2015-06-17,,,,,FourFiveSeconds,,
A$AP Rocky Featuring ScHoolboy Q,,,,,,,,,,,,2015-06-17,,,,,Electric Body,,
Jamie Foxx Featuring Chris Brown,,,,,,,,,,,,2015-06-17,,,,,You Changed Me,,
Pitbull ,,,,,,,,,,,,2015-06-24,,,,,Time Of Our Lives,,
 Ne-Yo,,,,,,,,,,,,2015-06-24,,,,,Time Of Our Lives,,
Nick Jonas,,,,,,,,,,,,2015-06-24,,,,,Chains,,
Travi$ Scott Featuring Future ,,,,,,,,,,,,2015-06-24,,,,,3500,,
 2 Chainz,,,,,,,,,,,,2015-06-24,,,,,3500,,
"Kanye West Featuring Theophilus London, Allan Kingdom ",,,,,,,,,,,,2015-06-24,,,,,All Day,,
 Paul McCartney,,,,,,,,,,,,2015-06-24,,,,,All Day,,
Zedd Featuring Selena Gomez,,,,,,,,,,,,2015-06-24,,,,,I Want You To Know,,
A$AP Rocky,,,,,,,,,,,,2015-06-24,,,,,L$D,,
Sam Smith,,,,,,,,,,,,2015-07-01,,,,,Lay Me Down,,
